path,temperature,humidity,rainfall
lab/train/Septoria_leaf_spot/c71f6f75-6b0c-4c70-9d94-efae4cca1010___JR_Sept.L.S 8488.JPG,23.13,73.41,9.66
lab/train/Septoria_leaf_spot/c78958e3-de34-4a92-a96e-9ed206690d5d___JR_Sept.L.S 8412.JPG,21.12,76.71,8.24
lab/train/Septoria_leaf_spot/c7a53353-a534-4dfc-b2d6-72782b34c294___JR_Sept.L.S 8385.JPG,25.96,70.33,14.18
lab/train/Septoria_leaf_spot/c7b40855-4938-49bd-9b74-02d3cb06c1a3___Matt.S_CG 6555.JPG,24.93,88.45,6.7
lab/train/Septoria_leaf_spot/c8a40d22-b47a-48a3-8450-e17dafd9a095___Matt.S_CG 7610.JPG,25.64,89.32,10.18
lab/train/Septoria_leaf_spot/c9ae9fb3-4504-4a1c-8abd-e4e3ca22f707___Matt.S_CG 2720.JPG,24.03,75.61,5.42
lab/train/Septoria_leaf_spot/cb6929ff-8e9b-42f2-97d4-ec388a5a6b06___JR_Sept.L.S 8461.JPG,26.16,83.38,10.47
lab/train/Septoria_leaf_spot/cc997e01-8e1e-4d98-973d-d8a6e9703840___Matt.S_CG 6576.JPG,25.3,76.87,10.89
lab/train/Septoria_leaf_spot/cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt.S_CG 6020.JPG,25.89,78.33,7.49
lab/train/Septoria_leaf_spot/cda009cd-6374-4de5-af6c-de0b1bf35758___Keller.St_CG 1969.JPG,23.07,86.38,5.05
lab/train/Septoria_leaf_spot/cde3269d-4c8f-4ea8-9b3c-e5b1d4529022___Matt.S_CG 2522.JPG,25.9,77.23,10.78
lab/train/Septoria_leaf_spot/cdf7e54e-1bc9-4107-a49c-77be805c52be___Matt.S_CG 7730.JPG,23.83,83.02,9.57
lab/train/Septoria_leaf_spot/cedcac38-84d8-4fe2-88cd-ad0656f55a93___Matt.S_CG 7599.JPG,27.64,75.14,7.13
lab/train/Septoria_leaf_spot/cffae6ca-ff80-4c1f-9fbf-451d39a94a80___JR_Sept.L.S 8518.JPG,26.92,74.1,13.55
lab/train/Septoria_leaf_spot/d13b42e1-25f4-4d5e-9289-3806a53c5405___Keller.St_CG 1775.JPG,26.44,89.64,13.98
lab/train/Septoria_leaf_spot/d16a363b-66e1-4206-89f8-31b2b4fadd5b___Matt.S_CG 7491.JPG,22.82,75.18,14.01
lab/train/Septoria_leaf_spot/d1dfc5c2-9605-419b-826f-58691f793758___JR_Sept.L.S 2674.JPG,22.66,89.71,14.58
lab/train/Septoria_leaf_spot/d235a8c8-d714-404b-8a07-05706d2dec29___JR_Sept.L.S 8536.JPG,27.47,81.71,14.03
lab/train/Septoria_leaf_spot/d3386545-c374-4a84-ac9d-09b4308d48af___Matt.S_CG 7503.JPG,27.85,87.55,5.88
lab/train/Septoria_leaf_spot/d535908b-c781-41c5-9afc-b7aa0358d466___JR_Sept.L.S 8389.JPG,25.43,73.25,7.72
lab/train/Septoria_leaf_spot/d5380a5d-03bb-46d1-ae25-b245f3eec822___Matt.S_CG 7626.JPG,25.2,88.53,9.85
lab/train/Septoria_leaf_spot/d67b224c-b089-430d-b185-dfae7b7a5a9e___Keller.St_CG 1950.JPG,21.48,82.37,6.3
lab/train/Septoria_leaf_spot/d7d247bb-ea19-452f-952a-5919d167e33c___Matt.S_CG 0932.JPG,24.14,72.06,14.21
lab/train/Septoria_leaf_spot/d7faf499-18df-4481-8d07-3d7168c83022___Matt.S_CG 7785.JPG,20.2,77.0,14.44
lab/train/Septoria_leaf_spot/d891ae9b-9fc3-4113-9348-3c7109d29251___JR_Sept.L.S 2712.JPG,26.65,88.15,6.21
lab/train/Septoria_leaf_spot/d8c33d6a-3aad-4714-9eec-3353a008e67f___Keller.St_CG 1980.JPG,24.97,85.38,9.84
lab/train/Septoria_leaf_spot/da1f93df-82fb-47a9-9582-d2dadb97a2a0___JR_Sept.L.S 2649.JPG,24.9,77.85,8.92
lab/train/Septoria_leaf_spot/da4d940c-2a77-481b-8693-167632534fc8___Matt.S_CG 0858.JPG,27.56,70.7,12.76
lab/train/Septoria_leaf_spot/dc09c4e1-8b58-40e4-a2f2-61b3f19eff94___Matt.S_CG 1010.JPG,23.75,71.84,8.61
lab/train/Septoria_leaf_spot/dd38bc88-4874-477e-bb21-1435aed61de8___Matt.S_CG 0759.JPG,26.53,79.63,9.19
lab/train/Septoria_leaf_spot/de4a4bd4-b611-46fd-8190-cff651b56326___Matt.S_CG 6718.JPG,24.9,86.92,8.78
lab/train/Septoria_leaf_spot/e01fb0f4-3cd3-4b02-8672-56cac700eeae___JR_Sept.L.S 8391.JPG,21.77,79.51,12.17
lab/train/Septoria_leaf_spot/e101f7ec-da0f-4b0d-86db-69cdb79ebd83___Keller.St_CG 1832.JPG,22.71,87.92,6.91
lab/train/Septoria_leaf_spot/e26e353d-f3fa-4e2a-912e-8caabba7f900___Matt.S_CG 0744.JPG,27.47,81.76,8.84
lab/train/Septoria_leaf_spot/e2d8cf5f-2ddf-4b2a-acca-15e0d7d10ac8___Keller.St_CG 2019.JPG,26.58,85.87,13.37
lab/train/Septoria_leaf_spot/e301a5e1-ab4c-4a82-b79f-074a8147827f___Matt.S_CG 0839.JPG,22.72,70.69,10.03
lab/train/Septoria_leaf_spot/e3c99f3d-4947-41c6-99b1-137fb60195d2___Matt.S_CG 1374.JPG,21.48,76.87,8.47
lab/train/Septoria_leaf_spot/e3cf776f-6089-4d1d-bc0d-d6102ac4c7d4___Matt.S_CG 1047.JPG,22.66,78.65,5.09
lab/train/Septoria_leaf_spot/e5459c36-6659-447a-a0e8-683dba49c0e1___Keller.St_CG 1979.JPG,27.59,83.5,9.12
lab/train/Septoria_leaf_spot/e5579fb1-6485-49da-9839-4ece906a6865___Matt.S_CG 0682.JPG,21.32,80.0,13.55
lab/train/Septoria_leaf_spot/e59c82e1-d055-4876-87dd-1a2f7d1cfa11___Matt.S_CG 7804.JPG,25.78,73.18,14.78
lab/train/Septoria_leaf_spot/e65190f0-97e9-44a6-bcb8-9fe7d42e9200___Matt.S_CG 7413.JPG,27.38,86.89,14.36
lab/train/Septoria_leaf_spot/e67e4823-40e1-4efe-a49e-f063290b0657___Matt.S_CG 6202.JPG,24.03,86.53,6.07
lab/train/Septoria_leaf_spot/e7b22345-5249-429d-af6a-459d4c9a91b1___Matt.S_CG 1655.JPG,22.52,78.74,11.83
lab/train/Septoria_leaf_spot/e89e0b29-12a9-4b88-9dbe-219721597994___JR_Sept.L.S 8490.JPG,24.08,74.48,13.64
lab/train/Septoria_leaf_spot/e9de0604-a1be-42b7-8c6f-f376904c0473___Matt.S_CG 1688.JPG,20.95,72.95,9.54
lab/train/Septoria_leaf_spot/ee3b2acc-37ce-4dd0-8ce3-ec270404050b___JR_Sept.L.S 8413.JPG,21.01,89.36,8.62
lab/train/Septoria_leaf_spot/ef52809f-d100-4e76-82b6-6091dc98deae___Matt.S_CG 7781.JPG,20.49,76.97,10.04
lab/train/Septoria_leaf_spot/ef5f4371-8cb7-4eff-900e-7290201af53e___JR_Sept.L.S 8393.JPG,22.56,70.95,5.06
lab/train/Septoria_leaf_spot/f03f1047-7c62-44b8-b59a-62811f94a127___JR_Sept.L.S 8527.JPG,21.23,70.93,6.31
lab/train/Septoria_leaf_spot/f097ffb6-610d-4801-a303-5d60ff24fafa___Matt.S_CG 6294.JPG,25.47,77.08,8.19
lab/train/Septoria_leaf_spot/f285de60-b746-43c9-8891-133dce784b44___Keller.St_CG 1788.JPG,25.01,75.82,13.16
lab/train/Septoria_leaf_spot/f2be0eb5-213e-44f1-b618-4d329e04b6a4___JR_Sept.L.S 8494.JPG,27.5,71.96,12.17
lab/train/Septoria_leaf_spot/f30ddd54-529d-4e4e-bca6-ddad3a68a690___Matt.S_CG 7858.JPG,23.91,88.16,5.35
lab/train/Septoria_leaf_spot/f3e6061a-4425-4975-98e1-bfac4dc21a0e___Keller.St_CG 1938.JPG,22.78,77.74,6.0
lab/train/Septoria_leaf_spot/f4360fdc-ebcc-4ecd-8873-4fe37484e2dd___Matt.S_CG 0825.JPG,21.96,81.96,14.05
lab/train/Septoria_leaf_spot/f4640d91-2fa7-4eb1-9d0c-45b8bc42eda2___Matt.S_CG 6117.JPG,20.36,76.7,13.51
lab/train/Septoria_leaf_spot/f67d781b-72a1-4e74-9a0b-770bf4b03882___Keller.St_CG 1944.JPG,21.64,84.18,12.58
lab/train/Septoria_leaf_spot/f7c80186-a4f8-4c18-af38-106b81f23bbd___Matt.S_CG 7658.JPG,23.16,89.06,9.09
lab/train/Septoria_leaf_spot/f7f15148-b2f9-4b26-b94c-745e0325f872___Matt.S_CG 6244.JPG,26.63,83.51,12.45
lab/train/Septoria_leaf_spot/f89c062b-b2ea-4bfc-846f-dc0096b72822___Matt.S_CG 7537.JPG,21.33,75.47,8.3
lab/train/Septoria_leaf_spot/f89c35d4-54aa-465a-8bf5-136d83978120___Matt.S_CG 2644.JPG,27.18,79.21,13.12
lab/train/Septoria_leaf_spot/f9817507-b3a3-4072-aad8-1b9afc3dc45a___Matt.S_CG 7628.JPG,27.24,81.17,11.54
lab/train/Septoria_leaf_spot/f9b31399-e5b4-4573-9fd3-9bf2079478c5___JR_Sept.L.S 2723.JPG,21.14,87.31,13.18
lab/train/Septoria_leaf_spot/fa1725b1-34e1-49b9-b9e4-13a51757c28e___Matt.S_CG 0784.JPG,27.12,77.59,10.18
lab/train/Septoria_leaf_spot/fa3ff0d9-86fc-4619-8226-87ba10db97f0___Matt.S_CG 2464.JPG,25.41,82.55,5.41
lab/train/Septoria_leaf_spot/fae75392-41a3-4363-b073-32f20bc1cc68___Keller.St_CG 1999.JPG,20.63,74.62,7.09
lab/train/Septoria_leaf_spot/fb6bea39-f361-457c-b73e-fe3b2dbe6259___Matt.S_CG 2786.JPG,26.87,89.47,9.59
lab/train/Septoria_leaf_spot/fc5b136a-102b-454a-8200-ddf85b2a0e52___Keller.St_CG 1898.JPG,21.42,86.76,13.51
lab/train/Septoria_leaf_spot/fc5d2094-6116-423e-9d2a-a0cc1c7b19af___Matt.S_CG 2529.JPG,25.86,71.34,5.1
lab/train/Septoria_leaf_spot/fc6759ac-f4b4-4ab3-81d1-8f0761ebea6a___Keller.St_CG 1857.JPG,24.96,73.85,12.74
lab/train/Septoria_leaf_spot/fc963fa5-7179-402b-95e7-018c2837d2c1___JR_Sept.L.S 2706.JPG,20.42,81.06,11.53
lab/train/Septoria_leaf_spot/fcc9e28b-c2b2-400d-bd70-7cf4f75d8313___Matt.S_CG 7751.JPG,27.36,76.26,11.4
lab/train/Septoria_leaf_spot/fcf78048-c241-4211-b63c-737d5d9f24b9___Keller.St_CG 1774.JPG,24.61,74.33,8.32
lab/train/Septoria_leaf_spot/fef6e580-b1a6-4093-829d-73472fc5c9f9___Matt.S_CG 7545.JPG,27.44,75.15,14.42
lab/train/Septoria_leaf_spot/ff3ff139-ca11-4e48-b78e-29147bec8ae4___Keller.St_CG 1981.JPG,22.08,72.52,10.0
lab/train/Yellow_Leaf_Curl_Virus/02d5be6b-eafd-4063-9ba5-4a01901bce82___UF.GRC_YLCV_Lab 03004.JPG,31.98,40.09,2.43
lab/train/Yellow_Leaf_Curl_Virus/02dc4f14-66a1-4db1-8367-96413b7187d5___YLCV_GCREC 2151.JPG,32.86,57.3,4.69
lab/train/Yellow_Leaf_Curl_Virus/03b15a5f-1b74-42a1-866a-1c6feb171121___UF.GRC_YLCV_Lab 02358.JPG,30.44,47.53,4.91
lab/train/Yellow_Leaf_Curl_Virus/05c7f371-7278-4d67-9bbf-9c21096b6044___YLCV_GCREC 2425.JPG,34.94,59.69,2.79
lab/train/Yellow_Leaf_Curl_Virus/05df622c-d852-4890-8377-73c311cb5634___YLCV_GCREC 2854.JPG,33.79,40.15,0.66
lab/train/Yellow_Leaf_Curl_Virus/0ae630bc-8f67-40b7-b264-120ba0d66341___YLCV_GCREC 5115.JPG,30.99,42.34,2.46
lab/train/Yellow_Leaf_Curl_Virus/0b496439-e920-4d79-97dd-cfbbd491b895___UF.GRC_YLCV_Lab 01276.JPG,28.43,56.52,4.31
lab/train/Yellow_Leaf_Curl_Virus/0d18695b-030f-4bf4-9153-40759c2a6110___YLCV_GCREC 2242.JPG,34.67,50.42,2.82
lab/train/Yellow_Leaf_Curl_Virus/0d55ad70-9d84-46ef-a515-1291d27997ac___YLCV_GCREC 5242.JPG,34.43,54.11,2.09
lab/train/Yellow_Leaf_Curl_Virus/11310b42-2463-4a9c-bc4e-145f73bee307___YLCV_GCREC 2609.JPG,31.29,57.29,3.62
lab/train/Yellow_Leaf_Curl_Virus/11e8ed90-0a9b-4730-b239-7eac7a93fcc2___YLCV_NREC 2741.JPG,33.92,58.21,0.52
lab/train/Yellow_Leaf_Curl_Virus/13e11d2f-2dca-4cb4-a6df-ec46e1e583d5___UF.GRC_YLCV_Lab 02116.JPG,31.15,49.87,1.12
lab/train/Yellow_Leaf_Curl_Virus/14a66aa9-5876-41dd-a925-d9fad74146f9___UF.GRC_YLCV_Lab 02162.JPG,34.77,50.48,2.32
lab/train/Yellow_Leaf_Curl_Virus/1799820c-7e9b-4aa9-9bd8-1f30bc03a020___UF.GRC_YLCV_Lab 01522.JPG,29.43,50.03,4.22
lab/train/Yellow_Leaf_Curl_Virus/18d740ae-e2cc-40cf-8c03-530a8f2dc4cb___YLCV_GCREC 2905.JPG,33.24,40.16,2.7
lab/train/Yellow_Leaf_Curl_Virus/1a733ead-09a5-44d8-a07f-c0af97c8798d___YLCV_GCREC 2520.JPG,30.41,46.29,4.54
lab/train/Yellow_Leaf_Curl_Virus/1ad9445f-f1aa-43ee-b0b6-e811fb120bcb___UF.GRC_YLCV_Lab 02600.JPG,29.7,47.13,3.48
lab/train/Yellow_Leaf_Curl_Virus/1c5a96dd-01aa-4481-83a9-5c6f650ab2b5___UF.GRC_YLCV_Lab 08543.JPG,28.23,56.92,0.32
lab/train/Yellow_Leaf_Curl_Virus/1df0792a-e9eb-4eef-8e59-77ac4ed0a422___UF.GRC_YLCV_Lab 02641.JPG,34.63,51.13,3.89
lab/train/Yellow_Leaf_Curl_Virus/2171d774-ac55-4859-8c78-2de496fef822___YLCV_NREC 2976.JPG,33.87,50.69,4.56
lab/train/Yellow_Leaf_Curl_Virus/21970f61-4191-485f-bf85-4ce2d66d5fb5___YLCV_GCREC 2532.JPG,30.54,41.32,4.88
lab/train/Yellow_Leaf_Curl_Virus/2532b703-2998-466b-b9c2-4ef6f7a2bbc8___UF.GRC_YLCV_Lab 02737.JPG,31.35,49.61,0.94
lab/train/Yellow_Leaf_Curl_Virus/258a3644-5db6-44b9-8408-0c67999b6588___UF.GRC_YLCV_Lab 02354.JPG,32.16,54.34,3.85
lab/train/Yellow_Leaf_Curl_Virus/2b83a638-e1d2-4fca-ad2b-7b16e970fe06___UF.GRC_YLCV_Lab 01438.JPG,31.88,46.74,4.32
lab/train/Yellow_Leaf_Curl_Virus/2c63abde-6c3f-422f-861d-ef78dce24a3c___UF.GRC_YLCV_Lab 02630.JPG,34.77,58.52,3.13
lab/train/Yellow_Leaf_Curl_Virus/2cc6d499-bf92-48c6-b0f9-6d9ef3c2f76e___UF.GRC_YLCV_Lab 03271.JPG,33.06,42.14,0.51
lab/train/Yellow_Leaf_Curl_Virus/2cd782b8-c502-466e-a21f-36d1fd6680a2___YLCV_GCREC 5365.JPG,31.81,51.99,3.56
lab/train/Yellow_Leaf_Curl_Virus/2e31dd57-4b29-4dcb-85ab-d0418540935d___YLCV_GCREC 1993.JPG,31.85,54.99,0.46
lab/train/Yellow_Leaf_Curl_Virus/3288f220-6679-4d0b-9aca-b0603da72bd3___UF.GRC_YLCV_Lab 01444.JPG,33.06,40.88,2.15
lab/train/Yellow_Leaf_Curl_Virus/333a86e3-ef4c-4e03-a4f5-2470ffc6fb9d___YLCV_NREC 2748.JPG,29.65,49.87,2.94
lab/train/Yellow_Leaf_Curl_Virus/3546af00-4ea6-49c0-b00d-f96cff4f8fea___UF.GRC_YLCV_Lab 02361.JPG,28.32,53.56,2.83
lab/train/Yellow_Leaf_Curl_Virus/35b7ed1e-b057-4e10-bb93-bdf41cacf5d9___UF.GRC_YLCV_Lab 02546.JPG,29.85,42.07,0.75
lab/train/Yellow_Leaf_Curl_Virus/36543f6a-1f3a-4371-8b0b-f60995a966a4___UF.GRC_YLCV_Lab 01266.JPG,28.95,57.52,1.46
lab/train/Yellow_Leaf_Curl_Virus/38057ee8-7880-4c82-a781-3fe2abb01ce2___UF.GRC_YLCV_Lab 02074.JPG,34.57,56.21,3.83
lab/train/Yellow_Leaf_Curl_Virus/39024c18-9ae7-41b4-8ade-113eb7c575e3___UF.GRC_YLCV_Lab 01746.JPG,31.43,52.47,3.87
lab/train/Yellow_Leaf_Curl_Virus/3a81d1b3-8d67-4806-90e5-04b7c0294c61___UF.GRC_YLCV_Lab 01893.JPG,28.79,52.03,4.85
lab/train/Yellow_Leaf_Curl_Virus/3b79073d-5c09-4d98-8b69-b93f94d44555___UF.GRC_YLCV_Lab 09435.JPG,31.07,59.82,3.37
lab/train/Yellow_Leaf_Curl_Virus/3e70a27a-b642-4936-84bf-aace2944a76f___UF.GRC_YLCV_Lab 01368.JPG,32.56,46.39,2.43
lab/train/Yellow_Leaf_Curl_Virus/3f2a9199-c753-4c26-b56b-b5075805ddba___UF.GRC_YLCV_Lab 02833.JPG,34.84,43.17,2.47
lab/train/Yellow_Leaf_Curl_Virus/409b001a-586a-4b69-9337-af6f78f7ef31___YLCV_NREC 2074.JPG,33.61,52.34,1.04
lab/train/Yellow_Leaf_Curl_Virus/425108d9-93e7-4a2d-89ba-3d4482d134a4___YLCV_GCREC 5299.JPG,33.6,43.0,4.32
lab/train/Yellow_Leaf_Curl_Virus/43b2be62-cb86-46f4-9049-92e77d4f335b___YLCV_NREC 0074.JPG,32.25,48.93,1.88
lab/train/Yellow_Leaf_Curl_Virus/449579e5-cbc9-4bb2-ac10-2127a8bd8928___UF.GRC_YLCV_Lab 09597.JPG,28.67,45.41,2.41
lab/train/Yellow_Leaf_Curl_Virus/44ae864d-be5f-4a76-a377-0b69c2448f10___YLCV_NREC 2811.JPG,34.06,49.93,4.46
lab/train/Yellow_Leaf_Curl_Virus/451ff5a5-ef2f-4212-83bb-adad7e315acf___UF.GRC_YLCV_Lab 01660.JPG,28.86,43.76,1.21
lab/train/Yellow_Leaf_Curl_Virus/46357663-05f0-4b12-a791-77ebc75964ea___UF.GRC_YLCV_Lab 03317.JPG,32.27,48.52,2.03
lab/train/Yellow_Leaf_Curl_Virus/4a5b0a30-27ff-400d-ad0c-0ee1e68df21b___UF.GRC_YLCV_Lab 02840.JPG,34.76,40.84,2.7
lab/train/Yellow_Leaf_Curl_Virus/4a881700-5f8f-4acb-841b-8d4f5e74b9f9___YLCV_NREC 2685.JPG,34.56,45.04,0.98
lab/train/Yellow_Leaf_Curl_Virus/4a9a6004-4762-4567-9423-94a7bd370f97___UF.GRC_YLCV_Lab 02717.JPG,30.41,54.8,4.49
lab/train/Yellow_Leaf_Curl_Virus/4b2e4a8c-a995-4aa6-8b50-7d41ef8a7255___YLCV_GCREC 5433.JPG,31.89,52.14,4.12
lab/train/Yellow_Leaf_Curl_Virus/4b4f6e75-ef0b-4a43-a67e-44203fa8c229___YLCV_GCREC 2344.JPG,34.3,40.37,4.07
lab/train/Yellow_Leaf_Curl_Virus/4b9d525a-b5ef-45b6-b55b-fd11e581a5ff___YLCV_GCREC 5531.JPG,33.89,54.11,2.42
lab/train/Yellow_Leaf_Curl_Virus/4bb239ed-5d7b-4d5e-95a6-411440925ba1___YLCV_GCREC 2115.JPG,28.02,50.23,2.28
lab/train/Yellow_Leaf_Curl_Virus/4bb8c87b-91fc-4d7c-ae95-bcebefe62dcd___YLCV_NREC 2235.JPG,32.31,43.73,2.93
lab/train/Yellow_Leaf_Curl_Virus/4d220a58-1589-40ae-a8fc-087d77afded7___YLCV_NREC 2618.JPG,31.76,58.99,0.87
lab/train/Yellow_Leaf_Curl_Virus/506efa52-b002-49a5-aa72-022e24185161___UF.GRC_YLCV_Lab 02243.JPG,30.53,53.81,2.7
lab/train/Yellow_Leaf_Curl_Virus/54447643-06bc-4315-be51-0e8126fae338___UF.GRC_YLCV_Lab 02262.JPG,32.4,59.54,2.27
lab/train/Yellow_Leaf_Curl_Virus/58b85e6d-6149-453b-839b-731577d40df9___YLCV_GCREC 2225.JPG,29.31,46.88,1.03
lab/train/Yellow_Leaf_Curl_Virus/592ee97a-5272-488c-a6ff-eaf840540023___UF.GRC_YLCV_Lab 03277.JPG,30.64,46.53,0.05
lab/train/Yellow_Leaf_Curl_Virus/5b03f612-aec0-4a00-aaab-f49d96b46830___YLCV_GCREC 2431.JPG,29.15,46.11,4.36
lab/train/Yellow_Leaf_Curl_Virus/5bc3e99e-cdbd-45d7-bbc3-0fd74fcea115___YLCV_NREC 2031.JPG,31.23,47.85,2.51
lab/train/Yellow_Leaf_Curl_Virus/5ce2524a-e6a4-4948-84ad-7528645340cf___UF.GRC_YLCV_Lab 01864.JPG,34.46,53.07,4.77
lab/train/Yellow_Leaf_Curl_Virus/617d8604-4b86-4154-99c2-2910429596f8___YLCV_NREC 0109.JPG,31.66,41.75,3.38
lab/train/Yellow_Leaf_Curl_Virus/630d9390-f02d-4e8b-b311-bdf948c28d3d___YLCV_NREC 2189.JPG,31.91,58.14,3.99
lab/train/Yellow_Leaf_Curl_Virus/6588edba-f34c-47a7-ac40-85a8dfdfc7de___UF.GRC_YLCV_Lab 02395.JPG,32.1,52.81,2.93
lab/train/Yellow_Leaf_Curl_Virus/6d57c47e-8499-4b89-85a1-81e1b99c187d___UF.GRC_YLCV_Lab 09450.JPG,33.98,50.69,4.63
lab/train/Yellow_Leaf_Curl_Virus/6d5a3f06-e19e-4a6e-8e10-c441daf2a48e___YLCV_GCREC 1978.JPG,32.16,55.7,1.83
lab/train/Yellow_Leaf_Curl_Virus/6e382244-fb3a-4caa-af71-05fff25f1c27___UF.GRC_YLCV_Lab 03397.JPG,28.66,46.96,0.77
lab/train/Yellow_Leaf_Curl_Virus/6ff8f2bf-6ba0-417b-8f85-736d191eca9b___YLCV_GCREC 2835.JPG,30.68,48.07,2.63
lab/train/Yellow_Leaf_Curl_Virus/70a6bc64-f52e-4cb3-8561-cc16927fde6f___YLCV_GCREC 5187.JPG,34.69,45.22,1.28
lab/train/Yellow_Leaf_Curl_Virus/73ac94a4-7ca4-4716-bdc9-f27355d3b5ea___YLCV_NREC 0105.JPG,31.0,40.77,0.75
lab/train/Yellow_Leaf_Curl_Virus/73d59750-7dac-4508-98d3-b975d0cf8245___UF.GRC_YLCV_Lab 01461.JPG,33.66,53.72,4.55
lab/train/Yellow_Leaf_Curl_Virus/75c55562-e553-48a9-bdb3-a7b003390ac6___UF.GRC_YLCV_Lab 01908.JPG,30.73,51.78,4.73
lab/train/Yellow_Leaf_Curl_Virus/7656252f-8a0a-4e98-af75-b28de427afe2___YLCV_NREC 2344.JPG,28.86,59.27,2.53
lab/train/Yellow_Leaf_Curl_Virus/7997a8cd-bc11-411a-8992-2842a65b6c62___YLCV_GCREC 5232.JPG,34.61,46.74,2.15
lab/train/Yellow_Leaf_Curl_Virus/7a715b09-e475-41fc-89ca-893ddd45e0df___UF.GRC_YLCV_Lab 01883.JPG,31.81,59.25,2.25
lab/train/Yellow_Leaf_Curl_Virus/7b1d24af-cc7c-4883-afcf-6f0d46254281___YLCV_GCREC 5469.JPG,30.21,59.49,1.66
lab/train/Yellow_Leaf_Curl_Virus/7c252c1c-dce9-4f73-8ba8-6b8efd6fa631___YLCV_GCREC 2148.JPG,34.53,52.64,2.78
lab/train/Yellow_Leaf_Curl_Virus/7dcfedf2-e798-40d7-b7f9-bb87f36adcfb___UF.GRC_YLCV_Lab 02645.JPG,31.9,51.02,3.86
lab/train/Yellow_Leaf_Curl_Virus/8059bfc1-a2e0-4684-a4f0-c69c676fff34___UF.GRC_YLCV_Lab 02796.JPG,30.09,58.48,3.65
lab/train/Yellow_Leaf_Curl_Virus/81a7b0d8-0e23-474e-8e3a-1d133a52de97___YLCV_GCREC 2575.JPG,32.27,48.91,2.17
lab/train/Yellow_Leaf_Curl_Virus/8202d08a-a2db-4257-9eab-117ad7cd3aa5___UF.GRC_YLCV_Lab 09522.JPG,28.04,49.03,0.41
lab/train/Yellow_Leaf_Curl_Virus/83e4763b-21ad-4834-8d9e-1555f4d295c7___UF.GRC_YLCV_Lab 03047.JPG,31.02,58.24,3.24
lab/train/Yellow_Leaf_Curl_Virus/8b16cc37-30cc-4685-a5fd-6259d200451a___YLCV_NREC 2270.JPG,32.18,48.81,4.29
lab/train/Yellow_Leaf_Curl_Virus/8bbe5c70-9ab7-4d3e-bb12-05a4bc106af6___YLCV_GCREC 2107.JPG,33.29,54.91,0.21
lab/train/Yellow_Leaf_Curl_Virus/8bfac020-c591-4fbb-aa1d-f6e2499ee6a2___UF.GRC_YLCV_Lab 02903.JPG,34.55,50.1,0.98
lab/train/Yellow_Leaf_Curl_Virus/8e44ace3-4d6c-4e87-a81c-6c00c3a9fb79___YLCV_GCREC 1906.JPG,32.54,51.97,1.5
lab/train/Yellow_Leaf_Curl_Virus/8ed27b95-17ba-4d1c-a149-ef4603dd8f61___UF.GRC_YLCV_Lab 01969.JPG,32.95,53.42,2.94
lab/train/Yellow_Leaf_Curl_Virus/8eebd2c4-96f3-422f-aa65-e14f6a354ea5___UF.GRC_YLCV_Lab 01884.JPG,33.36,51.63,0.53
lab/train/Yellow_Leaf_Curl_Virus/9314c285-23d4-4107-b9a5-67d2d2a32921___YLCV_GCREC 2600.JPG,29.25,41.76,1.86
lab/train/Yellow_Leaf_Curl_Virus/940f3c45-f5e4-4805-8a4d-1c2e288d9fb1___YLCV_GCREC 1942.JPG,33.75,56.43,3.25
lab/train/Yellow_Leaf_Curl_Virus/97c12f01-9f88-4895-b0da-90c882f3f79a___UF.GRC_YLCV_Lab 01588.JPG,28.1,44.26,3.28
lab/train/Yellow_Leaf_Curl_Virus/9a6fede1-174f-45eb-9870-9f9d372c7f6b___UF.GRC_YLCV_Lab 02696.JPG,30.69,44.73,4.2
lab/train/Yellow_Leaf_Curl_Virus/9b194554-973f-48ea-93ba-92fe00543183___YLCV_GCREC 5470.JPG,29.48,52.2,4.15
lab/train/Yellow_Leaf_Curl_Virus/9df1f616-71a9-46c1-9018-056d6e18d5dc___YLCV_GCREC 2315.JPG,33.2,47.83,2.12
lab/train/Yellow_Leaf_Curl_Virus/9e030168-9724-409c-b271-c7ad62afc35e___UF.GRC_YLCV_Lab 02572.JPG,34.04,47.53,4.66
lab/train/Yellow_Leaf_Curl_Virus/9f1e41b6-c547-481b-9bfe-bbb62e0ebec5___YLCV_GCREC 5431.JPG,29.59,50.56,1.24
lab/train/Yellow_Leaf_Curl_Virus/a0689cc8-7329-4c38-bc16-5432089d7728___YLCV_GCREC 1912.JPG,34.96,45.51,2.3
lab/train/Yellow_Leaf_Curl_Virus/a25f8be8-40ac-4616-92ea-84428ecdd5e3___YLCV_NREC 2890.JPG,30.96,49.63,0.54
lab/train/Yellow_Leaf_Curl_Virus/a2aa2492-f32a-4d05-a6fc-946193a7ee7e___YLCV_NREC 0149.JPG,30.79,51.74,4.03
lab/train/Yellow_Leaf_Curl_Virus/a4019530-f089-401a-8b4a-b24c56e14c17___YLCV_GCREC 2814.JPG,28.34,57.59,4.61
lab/train/Yellow_Leaf_Curl_Virus/a5d4fc36-3c39-4752-bc20-f9f0701b5bb6___YLCV_NREC 2814.JPG,29.03,58.1,2.08
lab/train/Yellow_Leaf_Curl_Virus/a6b1e8c1-ee33-4aad-b176-59eaf40df011___UF.GRC_YLCV_Lab 09622.JPG,34.55,55.68,1.37
